death_rate,mrate_sd,mol_rate,id,n_taxa,n_sites
0.318828673,0.727957584,0.618097334,581,20,100
0.207822002,0.490355514,0.463713798,582,20,100
0.121641267,0.934972962,0.214330964,583,20,100
0.312713621,0.471349696,0.338002066,584,20,100
0.954673569,0.667677904,0.259931195,585,20,100
0.257331052,0.977053749,0.501954018,586,20,100
0.78686257,0.84125364,0.362554035,587,20,100
0.766282741,0.750413988,0.672467945,588,20,100
0.860105714,0.75586714,0.620885173,589,20,100
0.449270599,0.871215808,0.907991017,590,20,100
0.86227206,0.644613112,0.505621706,591,20,100
0.161949366,0.44383204,0.979355575,592,20,100
0.40845825,0.133376068,0.885266591,593,20,100
0.161490522,0.73471663,0.334476986,594,20,100
0.493690036,0.140536894,0.699782655,595,20,100
0.934517259,0.053027664,0.876883428,596,20,100
0.111289916,0.615912845,0.581322915,597,20,100
0.356335744,0.775064105,0.753223959,598,20,100
0.647495823,0.918641361,0.693526919,599,20,100
0.929247311,0.600577093,0.433429472,600,20,100
0.055909072,0.131378924,0.863923656,601,20,100
0.381237543,0.601834773,0.1012023,602,20,100
0.847874573,0.684442976,0.791943932,603,20,100
0.774178218,0.577299468,0.637500461,604,20,100
0.910039985,0.219936207,0.925283525,605,20,100
0.49301298,0.65332428,0.261806528,606,20,100
0.646963768,0.87585804,0.549395996,607,20,100
0.565903025,0.178363098,0.685969509,608,20,100
0.728761301,0.23910793,0.536865873,609,20,100
0.551598602,0.557815972,0.226221757,610,20,100
0.431732031,0.125786348,0.222676281,611,20,100
0.296465668,0.976466847,0.852645578,612,20,100
0.256251629,0.367143132,0.505765434,613,20,100
0.32716344,0.009063501,0.096938561,614,20,100
0.726041745,0.114930933,0.234176533,615,20,100
0.603967633,0.472641833,0.814371487,616,20,100
0.394868263,0.338176095,0.57736882,617,20,100
0.418992878,0.98020379,0.066307822,618,20,100
0.780911816,0.962496542,0.306347791,619,20,100
0.749662803,0.345274392,0.698505816,620,20,100
0.824665912,0.033997364,0.410176522,621,20,100
0.963035217,0.027785387,0.296598522,622,20,100
0.702001327,0.651662437,0.626706307,623,20,100
0.413410534,0.570229745,0.195897804,624,20,100
0.693319529,0.527522579,0.868561374,625,20,100
0.821483915,0.212662284,0.228398942,626,20,100
0.956162747,0.123982569,0.977497753,627,20,100
0.849091923,0.899951794,0.283530842,628,20,100
0.15075892,0.338697263,0.207632492,629,20,100
0.65248863,0.916014683,0.070882483,630,20,100
0.371684146,0.727386429,0.227057271,631,20,100
0.665727786,0.418300786,0.663981984,632,20,100
0.454955078,0.315716854,0.622590395,633,20,100
0.458892434,0.137890397,0.396194635,634,20,100
0.288562392,0.092819243,0.176384048,635,20,100
0.040890424,0.62674245,0.868251661,636,20,100
0.167280403,0.745422711,0.522421679,637,20,100
0.838415813,0.956937125,0.182253295,638,20,100
0.501811104,0.401017856,0.874780337,639,20,100
0.747995484,0.523216888,0.251766223,640,20,100
0.904998589,0.384886683,0.764880058,641,20,100
0.828494646,0.922656963,0.751394149,642,20,100
0.457128845,0.679534771,0.072500478,643,20,100
0.64043217,0.490922857,0.98814074,644,20,100
0.145914575,0.236711052,0.3818061,645,20,100
0.758385064,0.205688935,0.899744173,646,20,100
0.73968973,0.388766747,0.311928586,647,20,100
0.922283048,0.274660966,0.499051122,648,20,100
0.706539272,0.666134307,0.931890558,649,20,100
0.43261715,0.566533201,0.433612954,650,20,100
0.20307526,0.885084947,0.026364813,651,20,100
0.696979921,0.874762925,0.954851187,652,20,100
0.047550588,0.347254687,0.912432565,653,20,100
0.623430163,0.041192871,0.642731958,654,20,100
0.160685269,0.498850259,0.252925279,655,20,100
0.968701035,0.23691265,0.14139078,656,20,100
0.026493834,0.316377605,0.628795449,657,20,100
0.043402547,0.036183025,0.557016116,658,20,100
0.542770189,0.120291483,0.554643926,659,20,100
0.975942327,0.464342169,0.937092607,660,20,100
0.58643795,0.646683317,0.556724249,661,20,100
0.063797371,0.723206226,0.09846071,662,20,100
0.919939778,0.410164494,0.249788015,663,20,100
0.825941699,0.541134221,0.777226979,664,20,100
0.104982681,0.908214822,0.32000991,665,20,100
0.166268296,0.904945525,0.854209748,666,20,100
0.417430702,0.723522523,0.498383983,667,20,100
0.736705128,0.273032438,0.722221558,668,20,100
0.540121271,0.645426937,0.72534559,669,20,100
0.184831377,0.507852858,0.662103695,670,20,100
0.609369524,0.494224779,0.651710737,671,20,100
0.031404999,0.049361094,0.976123607,672,20,100
0.164543723,0.520010827,0.035269076,673,20,100
0.500728492,0.919769909,0.483870206,674,20,100
0.577382201,0.890277861,0.466152153,675,20,100
0.344017683,0.153876594,0.762024275,676,20,100
0.030772418,0.738497918,0.664802651,677,20,100
0.552284051,0.857687857,0.707780862,678,20,100
0.872598934,0.989712561,0.383882757,679,20,100
0.47322517,0.931393477,0.839279712,680,20,100
0.189446581,0.764857457,0.202193335,681,20,100
0.350921564,0.671605202,0.793984661,682,20,100
0.945802435,0.410489172,0.710656082,683,20,100
0.269580768,0.802966516,0.200768987,684,20,100
0.801482423,0.235755289,0.998153237,685,20,100
0.127891392,0.966980566,0.848605208,686,20,100
0.060911146,0.022921146,0.409222162,687,20,100
0.722876659,0.592835682,0.569364088,688,20,100
0.536754505,0.328875662,0.140388148,689,20,100
0.826695544,0.941776408,0.542670389,690,20,100
0.19535072,0.131954543,0.036656936,691,20,100
0.229807718,0.977267873,0.74232646,692,20,100
0.823866846,0.865829513,0.551005714,693,20,100
0.105990606,0.357562591,0.075859517,694,20,100
0.346105725,0.98566724,0.811544257,695,20,100
0.141157619,0.541474838,0.928584326,696,20,100
0.912448285,0.692125081,0.989386355,697,20,100
0.440059632,0.886539047,0.791553026,698,20,100
0.547974967,0.718132776,0.737301239,699,20,100
0.513844695,0.127816204,0.331343002,700,20,100
0.606906657,0.223337879,0.168110168,701,20,100
0.758864552,0.873309181,0.518381416,702,20,100
0.622886714,0.735729002,0.766360935,703,20,100
0.268571372,0.366500053,0.273326665,704,20,100
0.021437704,0.26396134,0.706010023,705,20,100
0.305028281,0.180044848,0.328130838,706,20,100
0.538578346,0.781410139,0.968342408,707,20,100
0.661824686,0.068503216,0.368525753,708,20,100
0.374550534,0.477612716,0.041484728,709,20,100
0.423666347,0.245610961,0.669955011,710,20,100
0.918213358,0.471226961,0.450821537,711,20,100
0.108270435,0.705640047,0.833532919,712,20,100
0.464395523,0.610302335,0.98173117,713,20,100
0.558464653,0.770492563,0.307996373,714,20,100
0.234896065,0.923181809,0.784365818,715,20,100
0.514882418,0.362357745,0.701407704,716,20,100
0.859409215,0.349728684,0.41208645,717,20,100
0.984446407,0.099512496,0.380120944,718,20,100
0.335803814,0.309831076,0.631472596,719,20,100
0.46372723,0.132294114,0.853381282,720,20,100
0.685307499,0.706611478,0.111465605,721,20,100
0.664824317,0.1155828,0.826528125,722,20,100
0.652090889,0.945221732,0.172318013,723,20,100
0.724995805,0.037647264,0.529311511,724,20,100
0.147591648,0.021462657,0.076952735,725,20,100
0.553270312,0.810336277,0.548509869,726,20,100
0.505160535,0.679312283,0.795122238,727,20,100
0.643845328,0.819023207,0.71610924,728,20,100
0.212819135,0.632313673,0.62824715,729,20,100
0.364650209,0.225320044,0.525721076,730,20,100
0.093660836,0.490049614,0.182120093,731,20,100
0.312874229,0.122961692,0.466782155,732,20,100
0.242163867,0.222720085,0.903415616,733,20,100
0.579730755,0.616769862,0.030953157,734,20,100
0.950669954,0.90240669,0.688491837,735,20,100
0.940626832,0.177767484,0.113307581,736,20,100
0.056413805,0.854773477,0.991474616,737,20,100
0.291388654,0.535808848,0.684303601,738,20,100
0.490235626,0.532756836,0.179764803,739,20,100
0.936007151,0.365725066,0.824232957,740,20,100
0.098656232,0.978719746,0.312691266,741,20,100
0.218853729,0.271687739,0.814593734,742,20,100
0.598787141,0.022720544,0.579508613,743,20,100
0.82006243,0.299267309,0.522752545,744,20,100
0.118936864,0.604858431,0.277452919,745,20,100
0.255029829,0.560880493,0.346954837,746,20,100
0.074840856,0.75845896,0.031576229,747,20,100
0.299476256,0.321347826,0.885539873,748,20,100
0.164091887,0.551150126,0.761699897,749,20,100
0.088728302,0.145505547,0.395340081,750,20,100
0.478615979,0.847490174,0.50130453,751,20,100
0.672997066,0.518346646,0.684939306,752,20,100
0.215483633,0.024431169,0.634187118,753,20,100
0.73054903,0.198859611,0.121965531,754,20,100
0.111006459,0.717310527,0.381147722,755,20,100
0.454452438,0.78548913,0.183915742,756,20,100
0.027123186,0.220740771,0.515177551,757,20,100
0.188124941,0.638566253,0.175952734,758,20,100
0.123170521,0.019986105,0.845669782,759,20,100
0.03449136,0.240745027,0.60270144,760,20,100
0.515539888,0.925266698,0.230754308,761,20,100
0.022256662,0.05356036,0.285450379,762,20,100
0.207213997,0.779283656,0.790540152,763,20,100
0.082442916,0.044796715,0.729879253,764,20,100
0.762325056,0.821293723,0.840532857,765,20,100
0.599965459,0.164839679,0.569074493,766,20,100
0.516908294,0.855611237,0.206434984,767,20,100
0.317546096,0.81498451,0.783852513,768,20,100
0.01525967,0.994844319,0.276677542,769,20,100
0.010889691,0.930025565,0.161313552,770,20,100
0.235493003,0.312064822,0.411000991,771,20,100
0.188869774,0.105141264,0.737717802,772,20,100
0.752005075,0.761183687,0.10004849,773,20,100
0.215913589,0.988129272,0.438808736,774,20,100
0.983980585,0.693353609,0.995633291,775,20,100
0.194702507,0.791857176,0.853639263,776,20,100
0.577122946,0.882222959,0.878533292,777,20,100
0.483777425,0.192537822,0.819605511,778,20,100
0.578751234,0.092931377,0.632171765,779,20,100
0.081868023,0.263094569,0.513527035,780,20,100
0.957959766,0.333956952,0.996675222,781,20,100
0.406141909,0.391888082,0.771526051,782,20,100
0.795714659,0.992118974,0.926907362,783,20,100
0.038675229,0.107404064,0.130379527,784,20,100
0.311234711,0.601169734,0.597116041,785,20,100
0.597614737,0.426449227,0.48751985,786,20,100
0.871256965,0.871789012,0.982488905,787,20,100
0.596911859,0.255111982,0.808118602,788,20,100
0.691030473,0.567469665,0.342797097,789,20,100
0.443503841,0.020297099,0.038070005,790,20,100
0.098973066,0.011670733,0.996052028,791,20,100
0.273476954,0.392407209,0.718897907,792,20,100
0.818332483,0.695135762,0.298768979,793,20,100
0.735901351,0.00504648,0.978105832,794,20,100
0.09044469,0.444017318,0.07997228,795,20,100
0.333638382,0.693925794,0.480318241,796,20,100
0.97251636,0.128376275,0.643852618,797,20,100
0.064543486,0.250552094,0.775782738,798,20,100
0.362240465,0.241878845,0.463088206,799,20,100
0.792765795,0.852884249,0.718428911,800,20,100
0.541283292,0.322906165,0.588381718,801,20,100
0.245089345,0.930413315,0.228542397,802,20,100
0.959274055,0.006866446,0.842243376,803,20,100
0.370372387,0.537897849,0.985381042,804,20,100
0.49638952,0.565978743,0.762081719,805,20,100
0.619315159,0.876331081,0.962908575,806,20,100
0.415142321,0.799189722,0.035174425,807,20,100
0.707760186,0.026007806,0.348802051,808,20,100
0.348131279,0.889199894,0.477231433,809,20,100
0.72954664,0.473784857,0.834465475,810,20,100
0.61415964,0.241080924,0.667167868,811,20,100
0.618773795,0.424435726,0.9308233,812,20,100
0.426295622,0.670457002,0.264317019,813,20,100
0.428289747,0.105606895,0.443043552,814,20,100
0.073280991,0.009913011,0.60778222,815,20,100
0.728097023,0.976148662,0.856356391,816,20,100
0.695775701,0.991296353,0.960533737,817,20,100
0.206828081,0.36221656,0.547611578,818,20,100
0.024665132,0.197856746,0.815937108,819,20,100
0.145087179,0.339052699,0.358600485,820,20,100
0.524176769,0.017649512,0.052200867,821,20,100
0.294222458,0.628340931,0.904143984,822,20,100
0.646213029,0.549677297,0.778101274,823,20,100
0.393870017,0.877751995,0.211534207,824,20,100
0.046125501,0.232490812,0.869728553,825,20,100
0.507126856,0.975181212,0.040361759,826,20,100
0.683737719,0.974032084,0.790109123,827,20,100
0.677401908,0.515382747,0.476747056,828,20,100
0.192487081,0.626155777,0.731423307,829,20,100
0.077920636,0.252756555,0.08570243,830,20,100
0.352211256,0.028787026,0.346493972,831,20,100
0.649303153,0.483114472,0.253194591,832,20,100
0.277808536,0.258218494,0.559866724,833,20,100
0.025913086,0.70185582,0.544400632,834,20,100
0.091575403,0.097999669,0.350254796,835,20,100
0.459184471,0.278788428,0.432132934,836,20,100
0.662867584,0.304627503,0.981230033,837,20,100
0.56232391,0.264273096,0.227609034,838,20,100
0.931582183,0.862651177,0.954033524,839,20,100
0.870486036,0.000848167,0.560266579,840,20,100
0.580920937,0.74708197,0.369743657,841,20,100
0.417905335,0.114075341,0.979596791,842,20,100
0.611213028,0.567311295,0.255181665,843,20,100
0.225829583,0.415510129,0.673663313,844,20,100
0.883682474,0.62802934,0.768596323,845,20,100
0.206586659,0.620145007,0.042405069,846,20,100
0.965098123,0.387356795,0.953869598,847,20,100
0.542537767,0.380209768,0.016629681,848,20,100
0.983610978,0.941208568,0.278736048,849,20,100
0.844792833,0.229371602,0.434867931,850,20,100
0.373952217,0.846342268,0.086233204,851,20,100
0.963775407,0.352140109,0.137010487,852,20,100
0.199665298,0.508946806,0.330330883,853,20,100
0.545388575,0.070934278,0.089365672,854,20,100
0.335170944,0.163396654,0.649250685,855,20,100
0.275804561,0.588135833,0.053871808,856,20,100
0.801241508,0.855977755,0.882484421,857,20,100
0.107729206,0.156914117,0.827742324,858,20,100
0.68181872,0.869731262,0.755035683,859,20,100
0.031979357,0.335410225,0.846038474,860,20,100
0.890750255,0.49863435,0.592822126,861,20,100
0.224285771,0.498026599,0.232946738,862,20,100
0.155038719,0.389544276,0.884865682,863,20,100
0.545571097,0.663069209,0.142419675,864,20,100
0.067280411,0.015542694,0.809304786,865,20,100
0.177210028,0.115316081,0.956212693,866,20,100
0.452320773,0.844780597,0.840650233,867,20,100
0.191440218,0.078742986,0.669159467,868,20,100
0.961679987,0.979929777,0.563933097,869,20,100
0.6088476,0.139425819,0.127847151,870,20,100
0.469269777,0.012155028,0.541126766,871,20,100
0.645238269,0.611336266,0.088586148,872,20,100
0.052179185,0.372378548,0.972460222,873,20,100
0.978591167,0.287819155,0.534901129,874,20,100
0.310372064,0.494106967,0.735302193,875,20,100
0.368679307,0.977616094,0.330169012,876,20,100
0.65205657,0.148275423,0.356201706,877,20,100
0.15762351,0.180338191,0.889583332,878,20,100
0.062199704,0.778220055,0.960858232,879,20,100
0.021815655,0.83259894,0.932013073,880,20,100
0.61608081,0.561813385,0.025560897,881,20,100
0.811137197,0.71985791,0.548984952,882,20,100
0.92961158,0.933701488,0.987094363,883,20,100
0.105189503,0.825079752,0.047848038,884,20,100
0.917868334,0.223175615,0.310782149,885,20,100
0.814202777,0.643808103,0.716718756,886,20,100
0.376051274,0.07807669,0.939973913,887,20,100
0.380498756,0.557583523,0.298260892,888,20,100
0.289837519,0.811196938,0.571912977,889,20,100
0.564251025,0.077706211,0.76411067,890,20,100
0.071250264,0.019186107,0.234847755,891,20,100
0.044786271,0.054623876,0.907656436,892,20,100
0.886384728,0.812752928,0.604121655,893,20,100
0.462207571,0.202837947,0.402622985,894,20,100
0.254863147,0.742227022,0.173689524,895,20,100
0.216298817,0.163552069,0.656870551,896,20,100
0.863565891,0.953617531,0.99305896,897,20,100
0.139719719,0.195358854,0.969173384,898,20,100
0.256779461,0.388680091,0.090037733,899,20,100
0.552722315,0.758342099,0.613593191,900,20,100
0.058329238,0.307801277,0.740954425,901,20,100
0.953499252,0.355977702,0.031099779,902,20,100
0.038395378,0.11170151,0.948320417,903,20,100
0.106649768,0.009567601,0.927556898,904,20,100
0.020792197,0.411474832,0.857714016,905,20,100
0.39642881,0.629575425,0.647086575,906,20,100
0.133197378,0.329754557,0.292177149,907,20,100
0.667260435,0.06937461,0.959853168,908,20,100
0.853455924,0.594355026,0.892844265,909,20,100
0.01209465,0.030541469,0.852983362,910,20,100
0.573275565,0.505125708,0.880206552,911,20,100
0.48677125,0.927965538,0.938850804,912,20,100
0.653969148,0.890891514,0.217341142,913,20,100
0.987665559,0.601396501,0.540242824,914,20,100
0.986220679,0.862926037,0.852288778,915,20,100
0.657672513,0.653623518,0.224247632,916,20,100
0.41866022,0.616436079,0.153448138,917,20,100
0.180684741,0.056599535,0.236959047,918,20,100
0.159118385,0.778561377,0.979998419,919,20,100
0.146533242,0.061981551,0.905327359,920,20,100
0.369378844,0.314521948,0.497426869,921,20,100
0.010316006,0.964056131,0.945921661,922,20,100
0.03350169,0.98231085,0.74830207,923,20,100
0.880234591,0.033461508,0.116812851,924,20,100
0.104390387,0.101077815,0.941341966,925,20,100
0.101704428,0.228332101,0.024589962,926,20,100
0.939623598,0.505767663,0.902044464,927,20,100
0.355804998,0.983893487,0.02767418,928,20,100
0.108681036,0.226902765,0.851773446,929,20,100
0.454541637,0.012528154,0.800839884,930,20,100
0.115325833,0.13744049,0.136261254,931,20,100
0.095905563,0.213823814,0.220258753,932,20,100
0.17142414,0.375329721,0.685639551,933,20,100
0.205140566,0.138222709,0.259557896,934,20,100
0.850724111,0.483520655,0.64411586,935,20,100
0.085828751,0.040691454,0.499620746,936,20,100
0.083866062,0.160018613,0.91476839,937,20,100
0.212514105,0.014831039,0.321430742,938,20,100
0.187942527,0.260749698,0.881309443,939,20,100
0.498383858,0.669302343,0.930391506,940,20,100
0.298037378,0.238215435,0.752689296,941,20,100
0.980217643,0.218772727,0.931405805,942,20,100
0.723618657,0.056122318,0.835773271,943,20,100
0.102872469,0.345686309,0.858643544,944,20,100
0.016509607,0.087512234,0.066822537,945,20,100
0.110309737,0.192881644,0.770705342,946,20,100
0.034319077,0.936190202,0.083265156,947,20,100
0.015466412,0.43976078,0.579127119,948,20,100
0.976494138,0.1877603,0.867308782,949,20,100
0.100092009,0.40211295,0.026191033,950,20,100
0.398568587,0.415177747,0.065819764,951,20,100
0.102526105,0.292545124,0.8154492,952,20,100
0.783872245,0.085983763,0.197740772,953,20,100
0.040220552,0.288310341,0.366055943,954,20,100
0.189057737,0.033094331,0.820725991,955,20,100
0.512087055,0.556542177,0.36693951,956,20,100
0.157236935,0.277914248,0.779466136,957,20,100
0.935128524,0.030877707,0.783353307,958,20,100
0.115724336,0.729968303,0.999345864,959,20,100
0.666796137,0.289750534,0.355958071,960,20,100
0.817097258,0.472464871,0.968010405,961,20,100
0.613729752,0.017385816,0.950365777,962,20,100
0.256976253,0.769868754,0.620173423,963,20,100
0.476851457,0.390593712,0.998877352,964,20,100
0.046454779,0.407828923,0.640561379,965,20,100
0.762524925,0.876724398,0.633540554,966,20,100
0.220689535,0.204761742,0.840136099,967,20,100
0.116578165,0.253408694,0.914306646,968,20,100
0.045965804,0.031322029,0.174259273,969,20,100
0.11858869,0.077996024,0.20302961,970,20,100
0.184257484,0.621502736,0.887394424,971,20,100
0.223288699,0.677309967,0.692749431,972,20,100
0.288327157,0.9803474,0.426559194,973,20,100
0.635385102,0.003959606,0.757803242,974,20,100
0.011485374,0.292239981,0.893912339,975,20,100
0.937030696,0.425451726,0.88616102,976,20,100
0.166695483,0.013255125,0.962117384,977,20,100
0.241763422,0.244400595,0.690092109,978,20,100
0.737117295,0.372054895,0.119858541,979,20,100
0.977447113,0.716427327,0.881174973,980,20,100
0.163723284,0.156281946,0.794864701,981,20,100
0.712575573,0.562462475,0.942899746,982,20,100
0.085354702,0.452476355,0.695998968,983,20,100
0.097550609,0.364710837,0.727149999,984,20,100
0.642909896,0.880204171,0.336236692,985,20,100
0.174632435,0.306965129,0.680487808,986,20,100
0.471316784,0.125441577,0.920808498,987,20,100
0.87699913,0.817090608,0.794318321,988,20,100
0.260093943,0.159484546,0.896042809,989,20,100
0.062966173,0.193210963,0.644276271,990,20,100
0.976927865,0.423330209,0.290229947,991,20,100
0.956796718,0.665257451,0.028109539,992,20,100
0.015034606,0.394544821,0.367793825,993,20,100
0.272793507,0.057024637,0.616441343,994,20,100
0.16350208,0.495172373,0.185149493,995,20,100
0.494644888,0.096838566,0.172703589,996,20,100
0.923506218,0.988817934,0.947623001,997,20,100
0.056802322,0.358341991,0.547982786,998,20,100
0.014385753,0.178810057,0.203754846,999,20,100
0.308265645,0.956677496,0.986867163,1000,20,100
0.787972157,0.674003519,0.041778414,1001,20,100
0.05173123,0.079109309,0.827535093,1002,20,100
0.03510901,0.231627113,0.032453671,1003,20,100
0.440466538,0.324668435,0.972625695,1004,20,100
0.074221677,0.212404645,0.957558874,1005,20,100
0.900881578,0.783736701,0.731151816,1006,20,100
0.352539104,0.849523503,0.351074341,1007,20,100
0.83225775,0.007814027,0.028594251,1008,20,100
0.035855991,0.422689329,0.231642165,1009,20,100
0.684922381,0.711357928,0.012256655,1010,20,100
0.036064093,0.26893218,0.953227959,1011,20,100
0.059937024,0.403545557,0.796173759,1012,20,100
0.235213631,0.852323421,0.300196544,1013,20,100
0.580282318,0.170002798,0.951308912,1014,20,100
0.220087678,0.233995153,0.760123976,1015,20,100
0.889635323,0.095668197,0.204252843,1016,20,100
0.181405269,0.121381985,0.864543723,1017,20,100
0.172822613,0.190310612,0.727296866,1018,20,100
0.07947587,0.311806917,0.983085233,1019,20,100
0.012969298,0.129564336,0.270732986,1020,20,100
0.136571164,0.275306881,0.975870532,1021,20,100
0.266739209,0.607551024,0.395033263,1022,20,100
0.65504381,0.655683932,0.565197571,1023,20,100
0.32677896,0.131167898,0.527808474,1024,20,100
0.595577543,0.087789738,0.965848947,1025,20,100
0.114984128,0.047266767,0.439234778,1026,20,100
0.119446933,0.42747602,0.776201801,1027,20,100
0.975536053,0.52733502,0.975269549,1028,20,100
0.016020062,0.488266249,0.638680583,1029,20,100
0.080408733,0.039521024,0.316497608,1030,20,100
0.841293886,0.746279135,0.971239268,1031,20,100
0.09026764,0.902598677,0.480076961,1032,20,100
0.137945153,0.097581278,0.818290946,1033,20,100
0.017815754,0.122221597,0.786763275,1034,20,100
0.14494065,0.38539215,0.612360056,1035,20,100
0.600901751,0.34660412,0.025719113,1036,20,100
0.302218758,0.264552469,0.668602657,1037,20,100
0.1631187,0.661465065,0.261423011,1038,20,100
0.945455028,0.047995744,0.356913095,1039,20,100
0.078618075,0.065577554,0.055044937,1040,20,100
0.23456022,0.166076992,0.752372569,1041,20,100
0.808524862,0.258833863,0.096480071,1042,20,100
0.429622345,0.726922544,0.943160923,1043,20,100
0.05134166,0.344078353,0.68220053,1044,20,100
0.38343165,0.979301999,0.947918369,1045,20,100
0.809349518,0.476138223,0.256997192,1046,20,100
0.399283299,0.012755633,0.908108439,1047,20,100
0.733544426,0.088090784,0.369222025,1048,20,100
0.369516171,0.090709439,0.414500912,1049,20,100
0.229507939,0.108023889,0.788228916,1050,20,100
0.931305575,0.478051978,0.821824061,1051,20,100
0.047924436,0.624181853,0.984349883,1052,20,100
0.083560153,0.084179033,0.26467397,1053,20,100
0.212998327,0.3016986,0.749657426,1054,20,100
0.05293572,0.220371072,0.453542894,1055,20,100
0.565182191,0.019484108,0.339001088,1056,20,100
0.068861818,0.408853785,0.91272119,1057,20,100
0.442585819,0.514995225,0.646717526,1058,20,100
0.39741947,0.94663818,0.260755502,1059,20,100
0.131779002,0.46173513,0.295586044,1060,20,100
0.080141302,0.109913685,0.763318055,1061,20,100
0.081162399,0.290265622,0.419795091,1062,20,100
0.258207864,0.619757723,0.112005257,1063,20,100
0.521802086,0.306486391,0.919082933,1064,20,100
0.02282652,0.468196274,0.820343013,1065,20,100
0.095157555,0.22411958,0.71220624,1066,20,100
0.466747669,0.00023831,0.364927097,1067,20,100
0.921842663,0.805173066,0.998521489,1068,20,100
0.918447245,0.26154935,0.033145128,1069,20,100
0.511540545,0.984825795,0.719326161,1070,20,100
0.827822046,0.196949702,0.790403509,1071,20,100
0.92636088,0.246048585,0.55829352,1072,20,100
0.841432921,0.057151197,0.930013217,1073,20,100
0.037027911,0.095843692,0.216882685,1074,20,100
0.051632995,0.007334523,0.086586264,1075,20,100
0.276547088,0.234796331,0.817632822,1076,20,100
0.067122357,0.670885007,0.052940288,1077,20,100
0.065196099,0.14693878,0.707892231,1078,20,100
0.863335255,0.773364811,0.904608981,1079,20,100
0.173716701,0.733244917,0.878094633,1080,20,100
0.497204066,0.008990504,0.722681886,1081,20,100
0.572360849,0.322786975,0.4840335,1082,20,100
0.648091157,0.134248821,0.972902802,1083,20,100
0.771608814,0.806089838,0.204024251,1084,20,100
0.874043984,0.048778122,0.457408556,1085,20,100
0.0996318,0.921869542,0.996262041,1086,20,100
0.125735924,0.33044915,0.937050712,1087,20,100
0.019996983,0.34004503,0.189424083,1088,20,100
0.153844108,0.056216981,0.766715447,1089,20,100
0.232233487,0.179864929,0.410779701,1090,20,100
0.285130173,0.178449635,0.968562439,1091,20,100
0.611490361,0.259997891,0.973808937,1092,20,100
0.527704671,0.990438031,0.214840046,1093,20,100
0.876244186,0.97237624,0.625516663,1094,20,100
0.011151259,0.051998902,0.374400699,1095,20,100
0.293348521,0.318644431,0.377770245,1096,20,100
0.061903,0.645140941,0.115540763,1097,20,100
0.779157958,0.74427876,0.99782437,1098,20,100
0.210590249,0.370934595,0.454973415,1099,20,100
0.114715691,0.053942819,0.665423609,1100,20,100
0.217700531,0.787310289,0.934556979,1101,20,100
0.683318632,0.005563058,0.806661843,1102,20,100
0.225052756,0.010089614,0.929207759,1103,20,100
0.881911195,0.089589103,0.83870283,1104,20,100
0.687718706,0.905877969,0.594602845,1105,20,100
0.517575608,0.238064322,0.538528753,1106,20,100
0.106344887,0.274995172,0.66814219,1107,20,100
0.01374248,0.787081637,0.543168586,1108,20,100
0.181804348,0.382996777,0.787451652,1109,20,100
0.109941445,0.850065739,0.607163778,1110,20,100
0.553644331,0.492452662,0.127038305,1111,20,100
0.243873785,0.057970337,0.542364399,1112,20,100
0.208532867,0.750080072,0.015971401,1113,20,100
0.04164776,0.907499891,0.924037373,1114,20,100
0.523345297,0.082105661,0.601016186,1115,20,100
0.60065313,0.356510584,0.936400599,1116,20,100
0.444391685,0.582254559,0.671343297,1117,20,100
0.290837952,0.135956081,0.795489491,1118,20,100
0.724353003,0.302689827,0.829737724,1119,20,100
0.16465367,0.021087876,0.697406778,1120,20,100
0.174880579,0.241319756,0.660326231,1121,20,100
0.010330624,0.689182106,0.221306082,1122,20,100
0.917156846,0.936671307,0.903706068,1123,20,100
0.018455798,0.460494289,0.700956349,1124,20,100
0.231836962,0.994435867,0.962367863,1125,20,100
0.725665184,0.660269414,0.767781775,1126,20,100
0.771433049,0.420945365,0.762969901,1127,20,100
0.213323454,0.210479261,0.963455981,1128,20,100
0.334252436,0.920228624,0.928323037,1129,20,100
0.261994605,0.922218738,0.157429153,1130,20,100
0.148973433,0.027669511,0.33765317,1131,20,100
0.655655288,0.45167259,0.432506051,1132,20,100
0.097066493,0.555237535,0.170384634,1133,20,100
0.456792802,0.298934412,0.318056173,1134,20,100
0.827071373,0.09907719,0.994319869,1135,20,100
0.084077223,0.150899434,0.29085677,1136,20,100
0.267168373,0.383911174,0.887066717,1137,20,100
0.80471896,0.936991951,0.96580357,1138,20,100
0.123209664,0.38977901,0.97077639,1139,20,100
0.132638842,0.134701857,0.23774712,1140,20,100
0.516447041,0.180855748,0.575449474,1141,20,100
0.738846206,0.247212261,0.984440732,1142,20,100
0.139497596,0.113482066,0.301585544,1143,20,100
0.35655409,0.171704612,0.877742005,1144,20,100
0.278675891,0.429546683,0.383605511,1145,20,100
0.846303434,0.0149271,0.699204371,1146,20,100
0.134260714,0.153298673,0.684670415,1147,20,100
0.05062087,0.59248078,0.388507687,1148,20,100
0.988348754,0.185757844,0.467290743,1149,20,100
0.871669685,0.002842368,0.176784031,1150,20,100
0.017161115,0.04640664,0.615804636,1151,20,100
0.143323429,0.163067622,0.348290932,1152,20,100
0.024917042,0.44951263,0.502308485,1153,20,100
0.041074172,0.462609914,0.944158843,1154,20,100
0.351690964,0.892440529,0.780675909,1155,20,100
